Incident_ID,Source,Source_Record_ID,Event,Location,Time,Severity_Score,Severity_Level,Details
AUD-001,Audio,C001,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: one
AUD-509,Audio,C509,Emergency Report,Wild Rock,N/A,4.0,Medium,"Sentiment: Calm | Transcript: I don't want to go. Hey, just before I made a street up here by Wild Rock chasing us. Where are you at?"
AUD-510,Audio,C510,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: It's a must've been shot. I haven't picked the vitals.
AUD-511,Audio,C511,Crime/Assault,N/A,N/A,8.5,High,Sentiment: Distressed | Transcript: There's a guy there with a gun. Yeah. Black and white. Black and white.
AUD-512,Audio,C512,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: I just want to add that, there are some guys walking around and I'm talking about, looking at some girls that are gone. I think it's worth it. Tell me the ..."
AUD-513,Audio,C513,Crime/Assault,N/A,N/A,8.5,High,"Sentiment: Distressed | Transcript: Yeah, the man on the phone says there's a man on his property with a gun. Okay, and that's where the person is supposed to be too."
AUD-514,Audio,C514,Emergency Report,Red Reef Park,N/A,4.0,Medium,Sentiment: Calm | Transcript: I just been bitten by a red tail fox up in Red Reef Park.
AUD-515,Audio,C515,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Yes. We had a, I think, a shooting right now on the bus barn on the high school."
AUD-516,Audio,C516,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: out, not working. Not working. My babies are in there. Oh my God, I'm moved here."
AUD-517,Audio,C517,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: Somebody just came in and shot my daughter and my husband. They shot them. Please send me a check. I love my girl.
AUD-518,Audio,C518,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: is not breathing. Okay. Is there any way you can
AUD-519,Audio,C519,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: What do I think? I think I need an ambulance. I've got a teenager who's turning purple in his face. I think he's soaked out or something.
AUD-520,Audio,C520,Crime/Assault,N/A,N/A,8.5,High,"Sentiment: Distressed | Transcript: Yeah, there's been a bunch of guns out to my house. I think a bunch of people were shot. We're at 2112 views."
AUD-521,Audio,C521,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: estoy hablando aquí el chico de la mongos si, que pasa están unos hombres"
AUD-522,Audio,C522,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Hi, what's your new phone? And a little girl just went into the bathroom and she said, come on, come to the bathroom."
AUD-523,Audio,C523,Traffic Accident,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: And it's like I just tried to get out of this car. I got out of this car and he tried to get in my truck.
AUD-524,Audio,C524,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Somebody has been shot. They're calling to please and an ambulance. Yes, does he want the horseshoe? Yes, what?"
AUD-525,Audio,C525,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: I'm just having older women standing here and she had noticed two gentlemen trying to get in a house.
AUD-526,Audio,C526,Traffic Accident,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: So that's it. I got the stationary part of the car!! So I got my support done. You learn to keep mine safe. Almost all tutors are safe.
AUD-527,Audio,C527,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: I have been in the news recently about being on in a hotel naked.
AUD-528,Audio,C528,Crime/Assault,N/A,N/A,8.5,High,Sentiment: Distressed | Transcript: There's an armed robbery going right on right now. I've been shot in the back and I'm bleeding. You've been shot in the back? Yes. OK.
AUD-529,Audio,C529,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: And yes, my friends have to have me. He doesn't have to. He'll have to."
AUD-530,Audio,C530,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: new
AUD-531,Audio,C531,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: emergency, my girlfriend just jumped off the back of our hotel room."
AUD-532,Audio,C532,Emergency Report,Burdenon Avenue,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Yes, other guys been shot. Okay, right here on Burdenon Avenue. I want to see if the M1"
AUD-533,Audio,C533,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: No, there's people trying to break in my house. Okay, they're there right now. They're here right now. They just spoke a basement window."
AUD-534,Audio,C534,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Alright, I killed my girlfriend. Excuse me? Did you hear me? I want you to re-"
AUD-535,Audio,C535,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: three black men in the middle of Russell Boulevard and one of them has like a
AUD-536,Audio,C536,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: it was a bus. Let me see. Okay, I'm right. Yeah. It's wrapped by one..."
AUD-537,Audio,C537,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: And with the already got somebody on the way, can you give me any kind of description? It's too black guys."
AUD-538,Audio,C538,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: There are three black gentlemen that are there harassing the women out there.
AUD-539,Audio,C539,Emergency Report,Mcdonald'S,N/A,4.0,Medium,"Sentiment: Calm | Transcript: I was at a McDonald's, I paid $10 and these guys gave me one burger and a five."
AUD-540,Audio,C540,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: I gave you guys $10 they gave me one burger and a fry and told me to fuck.
AUD-541,Audio,C541,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: I've been run over. I've been run over. They all use real chat for...
AUD-542,Audio,C542,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Yes, my husband is a black man, I stabbed him. Okay, what's your address? 94 95 Stabber."
AUD-543,Audio,C543,Traffic Accident,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: I'm driving and I have somebody chasing me and they just hit my car.
AUD-544,Audio,C544,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: I'm gonna go to my son, he's here. He's here. I think he's drunk. I don't know if he has to go to my police."
AUD-545,Audio,C545,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Well, I'm the arm drum now, I'm just trying to figure out the thing when you hit."
AUD-546,Audio,C546,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: Why do I think we have to make this shit worth a matter? I'm at the court.
AUD-547,Audio,C547,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: I have a concern for a co-worker. She just called me and sounded very...
AUD-548,Audio,C548,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: I just think, he's called family, he's dead. He's trying to hysterical, I can't understand. I'm having a ton of over this."
AUD-549,Audio,C549,Fire/Structure Incident,N/A,N/A,8.5,High,"Sentiment: Distressed | Transcript: That being fired in so many things, how? So I'm finshada. Yeah, you can slide there over."
AUD-550,Audio,C550,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: Someone is getting my house. It was an issue.
AUD-551,Audio,C551,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: I just saw a guy go into a room.
AUD-552,Audio,C552,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: You need? It's time to set up. I'm sorry? I can show it to spec. Wow, want food?"
AUD-553,Audio,C553,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Just been shot in front of my parents. You've been shot? Yes, right. Where have you been shot at? To the end of my leg."
AUD-554,Audio,C554,Crime/Assault,N/A,N/A,8.5,High,"Sentiment: Distressed | Transcript: Yes, the guy is following us with shotgun and he's trying to run us off the road. There you are. We're standing..."
AUD-555,Audio,C555,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Somebody just broke into our house. With the address, Kevin, to me. With the address, I shot him. You shot him?"
AUD-556,Audio,C556,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: I just got my daughters and my children. You just did a lot of it? Got my daughters? Yes, got them."
AUD-557,Audio,C557,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: Which two people in the house? Do they have weapons? Huh? Yes. What type of...
AUD-558,Audio,C558,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Hi, my name is Stephen Rodwald and I just heard a shoot my dad."
AUD-559,Audio,C559,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: The baby was fully seeing the mother I had.
AUD-560,Audio,C560,Traffic Accident,Stacy,N/A,4.0,Medium,Sentiment: Calm | Transcript: My name is Stacy and I'm driving towards Ontario and a car went off into me at my marker 22
AUD-561,Audio,C561,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: I just can't get him sex with a window. Is anybody hurting your house? I don't know yet.
AUD-562,Audio,C562,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: Two people are breathing towards no call. Yes.
AUD-563,Audio,C563,Traffic Accident,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: What's going on? I don't know. Somebody broke the window I know. And your house or your car? Ah, smart."
AUD-564,Audio,C564,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: there are two men who was going to try to kill me. They have my husband on the floor. He's bleeding. All right, what is he?"
AUD-565,Audio,C565,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Hey, the sprawler has taken a very good death trail. Yeah, people enjoy it. So, so, so."
AUD-566,Audio,C566,Fire/Structure Incident,N/A,N/A,8.5,High,"Sentiment: Distressed | Transcript: and there were some kids over there, just one other kid, little fire and another kid in. Oh God."
AUD-567,Audio,C567,Fire/Structure Incident,N/A,N/A,8.5,High,Sentiment: Distressed | Transcript: The little boy just called on fire and he jumped off the other swimming car. What's the address?
AUD-568,Audio,C568,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: I cut my wife so sweet in the bathtub and I think she's dead. I want you with the anger.
AUD-569,Audio,C569,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: right now. She just gone and I need him out. Is this house? Okay, what do you mean, she would be in the end?"
AUD-570,Audio,C570,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: I just killed my boss. You just did what?
AUD-571,Audio,C571,Crime/Assault,N/A,N/A,8.5,High,"Sentiment: Distressed | Transcript: Yeah, I have a black guy in here. He says he's gonna wrap the store and anyone is supposed to give him He says he has a gun on him"
AUD-572,Audio,C572,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: Hello. I need to raise up to you. Please come on in.
AUD-573,Audio,C573,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: please. Give me the address first, ma'am. Ma'am."
AUD-574,Audio,C574,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: I have so many people are shooting and people are running out of my building at work.
AUD-575,Audio,C575,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Yes, ma'am, I'm having a shot. BEEP BEEP"
AUD-576,Audio,C576,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: May I ask something in future full movement, please<|hu|>"
AUD-577,Audio,C577,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: I'm bringing the key to the master right now. I work at 3 Bay and a couple of the ladies that work there just ran down here.
AUD-578,Audio,C578,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: We were closing the store and the guy came in with a mask on and I think...
AUD-579,Audio,C579,Fire/Structure Incident,N/A,N/A,8.5,High,"Sentiment: Distressed | Transcript: I'm not sorry, my neighbor came. And now she said her husband said, the baby, I'll fire. I don't know, the lady."
AUD-580,Audio,C580,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: He will just throw in my neighbor's house. Just the address. What's the address?
AUD-581,Audio,C581,Emergency Report,Lake Avenue,N/A,4.0,Medium,Sentiment: Calm | Transcript: I think I got shot. Danny Sriper 4203 Lake Avenue with Fumbi.
AUD-582,Audio,C582,Emergency Report,N/A,N/A,2.0,Low,Sentiment: Calm | Transcript: [Background noise / Dispatched tone / No clear speech]
AUD-583,Audio,C583,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Your mommy's sick. If your mommy's sick, does she need an ambulance? Mommy."
AUD-584,Audio,C584,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: I woke up this morning and my daughter was not in the house. I don't know if she walked out. I don't know.
AUD-585,Audio,C585,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: What's going on man?
AUD-586,Audio,C586,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: I just killed my daughter. You what? I just killed my daughter.
AUD-587,Audio,C587,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: I'm a literacy expert. Man, man, man, man, man, man, calm down."
AUD-588,Audio,C588,Fire/Structure Incident,N/A,N/A,8.5,High,Sentiment: Distressed | Transcript: I need to unambient quickly and out of fire fire in commission
AUD-589,Audio,C589,Fire/Structure Incident,N/A,N/A,8.5,High,Sentiment: Distressed | Transcript: The house is on fire. The house is blowing up. Can you guys can listen? We've already got a call. Is it on a line?
AUD-590,Audio,C590,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: There's a man at my back door he's trying to get in.
AUD-591,Audio,C591,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: Более!
AUD-592,Audio,C592,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: His friends are his friends because it's one of the things I don't know.
AUD-593,Audio,C593,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: left heading south on 9.51. Yeah, it's a fairly new model truck. Looks like a Dodger afford."
AUD-594,Audio,C594,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: We've found an elephant walking down the street near the community center, the rate 20."
AUD-595,Audio,C595,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Oh, I was coming to pass out. Is there anything else? I was coming to pass out."
AUD-596,Audio,C596,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: I think I know why you could follow me home because somebody thinks it feels a big I can't drive home straight.
AUD-597,Audio,C597,Crime/Assault,N/A,N/A,8.5,High,"Sentiment: Distressed | Transcript: radio light happened in the lobby with the gun. All right. Is everybody OK? Everybody away from them? Oh, yeah."
AUD-598,Audio,C598,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Can we meet police assistance for this? Okay, what's going on?"
AUD-599,Audio,C599,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: My mom and her boyfriend and her boyfriend felt marijuana.
AUD-600,Audio,C600,Traffic Accident,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: I accidentally shot my husband. You accidentally shot your husband? Yes. OK, is he breathing?"
AUD-601,Audio,C601,Emergency Report,N/A,N/A,2.0,Low,Sentiment: Calm | Transcript: [Background noise / Dispatched tone / No clear speech]
AUD-602,Audio,C602,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Uh, these came up to visit all of the home fathers. Uh-huh. And I think they were lovely to see them."
AUD-603,Audio,C603,Crime/Assault,N/A,N/A,8.5,High,Sentiment: Distressed | Transcript: I'm going to cost him a gunpoint and the 3400 block to highway drive southeast.
AUD-604,Audio,C604,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: I need to tell a few minutes to start shooting. I don't know where I'm at. One winter is dropping. The birds are falling.
AUD-605,Audio,C605,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: We got a baby that's not responsible. We're at 3301 West Noelle Drive.
AUD-606,Audio,C606,Emergency Report,Encona,N/A,4.0,Medium,Sentiment: Calm | Transcript: I'm going to return air cream. Just went down off of Encona. And airplane.
AUD-607,Audio,C607,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: I'm not in any danger right now, but it's all my urgent. These people, they came through my door."
AUD-608,Audio,C608,Crime/Assault,N/A,N/A,8.5,High,Sentiment: Distressed | Transcript: I might just call it the potential robbery and my mother's been missing for... I don't know.
AUD-609,Audio,C609,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Yea, my room, my dad thinks that if someoneров realized that he did"
AUD-610,Audio,C610,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: I went off the road, I'm in a retention pond right now. You're in the retention pond? Yeah. Okay."
AUD-611,Audio,C611,Crime/Assault,N/A,N/A,8.5,High,Sentiment: Distressed | Transcript: your emergency? I've got a gentleman in quarantine with a gun. I need someone here right now. I'm the storm manager.
AUD-612,Audio,C612,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: I need a phyllo-prove laser for a computer officer to my house.
AUD-613,Audio,C613,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: you should be aware.
AUD-614,Audio,C614,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: She's shooting at her! Come to the fucking house! That's not the way!
AUD-615,Audio,C615,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: I just killed my kids. What's your name, male? Julia Murray. What is it?"
AUD-616,Audio,C616,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: I'm not going to try to jump the other way, I'm going to go. And I'm trying to act like I can't hear you."
AUD-617,Audio,C617,Fire/Structure Incident,N/A,N/A,8.5,High,Sentiment: Distressed | Transcript: the building on 334 south of 8 quarters on fire. Report of a house fire house fire.
AUD-618,Audio,C618,Fire/Structure Incident,N/A,N/A,8.5,High,"Sentiment: Distressed | Transcript: there's a house on fire. There's a house on fire. 30, 30, 30, 38."
AUD-619,Audio,C619,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: I think there's been a murder. Okay, and where is the person at? Is the victim?"
AUD-620,Audio,C620,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: I don't know, it's common, it's common. It's common. Woo."
AUD-621,Audio,C621,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: There's a fight broke out in the liquor store. There's a customer holding him back. You guys need to...
AUD-622,Audio,C622,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Let them dissaute me. Your husband shot you around, ma'am. Inherent stomach? In a second. Okay, worse?"
AUD-623,Audio,C623,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: I've got a black man here who's supposed to come out of house. Repanded.
AUD-624,Audio,C624,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: We have a trainer in the water with one of our whales. The whale that's set up to be in the water with? Okay.
AUD-625,Audio,C625,Traffic Accident,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: There's some car, there's some guy, there's gonna be a way more than that. Can you close?"
AUD-626,Audio,C626,Fire/Structure Incident,N/A,N/A,8.5,High,"Sentiment: Distressed | Transcript: I think the house will fire. Okay, with me, and we are is it? One, two, two, one, eight."
AUD-627,Audio,C627,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Yes, you're big. You just wanted to go back. I don't know where you are."
AUD-628,Audio,C628,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Yeah, I just killed somebody. You what? I just killed somebody. You killed somebody? Yeah."
AUD-629,Audio,C629,Crime/Assault,N/A,N/A,8.5,High,"Sentiment: Distressed | Transcript: In AA V45 guns display a��rumgive, as well as a"
AUD-630,Audio,C630,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Orn Cavenday, there's somebody shot somebody in the store. Okay, orn Cavenday, where?"
AUD-631,Audio,C631,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: the media leaders that died with a knife for me. Brown token. Don't threaten me.
AUD-632,Audio,C632,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Okay, is that a single family home or an apartment man?"
AUD-633,Audio,C633,Emergency Report,Santa,N/A,4.0,Medium,"Sentiment: Calm | Transcript: My point goes shot. Alright, Santa, I want to come in with you. Are you over there, Lesky?"
AUD-634,Audio,C634,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: more hesitate now do, do, do, do, do, boom hold there's you in green air There's you in green- you receive and keep your chilis be free and for what? Okay ..."
AUD-635,Audio,C635,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: I don't have money to buy a ticket. I don't have money.
AUD-636,Audio,C636,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: or there's none. This is my one one. Do you need police or medical...
AUD-637,Audio,C637,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Yes, they are killing so we have pardoned."
AUD-638,Audio,C638,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Hey, I got her, I got an audio. Seminole with the transistor. Okay, pull it. Okay, I'm in the middle."
AUD-639,Audio,C639,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: I'm not a mom or a guy shot. What? I'm not a man, I'm not a guy shot. Bye, who?"
AUD-640,Audio,C640,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: There's been an explosion on I 30 on I'm sorry 183 research. I'm gonna test you. I'm at
AUD-641,Audio,C641,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Okay, what kind of plane was it? How big was it, sir? It looked like a desna, like a prop plane."
AUD-642,Audio,C642,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: No, it's worth everything I'm getting ready to kill somebody. No, it's worth where? Everton. Everton?"
AUD-643,Audio,C643,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: We are Не
AUD-644,Audio,C644,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: I just saw my best friend on the X-E-Santz. Oh my god! I just shot your best friend. How did- where did-
AUD-645,Audio,C645,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: And it's what I already saw with me. Okay, how cool. Hey, buddy. Hey, buddy."
AUD-646,Audio,C646,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: My dad told me my duck. Her, her dad."
AUD-647,Audio,C647,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: I went out broke. I hope she was not back and I was getting her in. Should have been like-
AUD-648,Audio,C648,Emergency Report,Godfly,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Hey, guys, I just saw a Godfly, two shots after a..."
AUD-649,Audio,C649,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: I can't see anything. I was struck with a bottle. And I'm a freak.
AUD-650,Audio,C650,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Heart, brain, unit, hatred Okay, are you?"
AUD-651,Audio,C651,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: We had someone come in and asked for dial 911 that there's a woman yelling.
AUD-652,Audio,C652,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Okay, it's a mind. Ma'am? Yes. What's the emergency? I..."
AUD-653,Audio,C653,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: There's someone at my door and he keeps on knocking on the door and he tried opening it.
AUD-654,Audio,C654,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: I just killed my children. Excuse me? I just killed my children. Where are you?
AUD-655,Audio,C655,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: I have ordered food which is totally ridiculous you can get.
AUD-656,Audio,C656,Crime/Assault,N/A,N/A,8.5,High,Sentiment: Distressed | Transcript: It sounded like gunshot behind the door. We were in the door at the title store.
AUD-657,Audio,C657,Traffic Accident,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: This is an emergency. My car is in the litter right off the street. Mullins car.
AUD-658,Audio,C658,Crime/Assault,N/A,N/A,8.5,High,Sentiment: Distressed | Transcript: I make sure to report gun shot wound. Someone gun shot wound.
AUD-659,Audio,C659,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Okay, I got her a female shot 17831, someone had a new apartment and..."
AUD-660,Audio,C660,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: I just came home in my girlfriend and my mother somebody worked at the moment where I had a simple ad-
AUD-661,Audio,C661,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: want to broken airs for
AUD-662,Audio,C662,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: my brother killed my brother. I heard this street name but you're going outside in somewhere a second.
AUD-663,Audio,C663,Traffic Accident,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: There's a guy laying on the road he's leaving. OK, man, I'm going to even hit by a car. I'm going to get started. I don't know."
AUD-664,Audio,C664,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: I can't find my son. Calm down. What is your address?
AUD-665,Audio,C665,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: I killed my boat kids. I'm sorry? I killed my boat kids. They are dying. I...
AUD-666,Audio,C666,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: Is there a report of somebody shooting? I don't know where. Do you know if anybody's heard right now? Yeah.
AUD-667,Audio,C667,Crime/Assault,N/A,N/A,8.5,High,Sentiment: Distressed | Transcript: Where's your emergency? There's a gunshot. We're at. Gunshot in 1600. 1600.
AUD-668,Audio,C668,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Who are at our house and told us to break into our house? Okay, where's your mom at? She got-"
AUD-669,Audio,C669,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: Hello sir. Yeah. Did you dial 911 a little while ago?
AUD-670,Audio,C670,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: The shoot over in the main center. That's why you serve. I'm in the building.
AUD-671,Audio,C671,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: There are bees like hundreds swarming around a guy who can't get up off the ground thousand.
AUD-672,Audio,C672,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: 20 feet underwater. There! We need to get out here! Out of here! 9-1!
AUD-673,Audio,C673,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: And so we get fit What is that? Vyremal What kind of animal is that?
AUD-674,Audio,C674,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: I didn't mean it's gonna be right down. Alright, we will ask her this."
AUD-675,Audio,C675,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: One of the kids was at the first holiday on the day and I don't know if she's okay enough.
AUD-676,Audio,C676,Emergency Report,Green Park,N/A,4.0,Medium,"Sentiment: Calm | Transcript: The fight, man, it's smoking out, man. You think Green Park and Dogwood?"
AUD-677,Audio,C677,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: She's not waking up. Okay. What's her address?
AUD-678,Audio,C678,Emergency Report,El Maldior,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Yeah, for El Maldior. What's going on? I want to keep on my vehicle."
