Incident_ID,Call_ID,Transcript,Extracted_Event,Location,Sentiment,Urgency_Score
AUD-679,C679,"I just shot the Mormons Bishop over here until they're here. You did? Yes, it is. Your name?",Emergency Report,Unknown Location,Calm,0.4
AUD-680,C680,And this guy has a gun in my hat. I need the cloth. The God's got a gun in my hand. 17.,Crime/Assault,Unknown Location,Distressed,0.85
AUD-681,C681,"for like, at least four or five people are at the end. At where? Right.",Emergency Report,Unknown Location,Calm,0.4
AUD-682,C682,"I'm going to start with the exact same rules. By a loose, okay? And if he conscious and breathing,",Emergency Report,Unknown Location,Calm,0.4
AUD-683,C683,"Yeah, we just, I need to report a kidnapping. We're kidnapping, what happened? A guy in a...",Emergency Report,Unknown Location,Calm,0.4
AUD-684,C684,"Hi, I called a little while ago and believe I talked to Stacy. My...",Emergency Report,Stacy,Calm,0.4
AUD-685,C685,emergency.,Emergency Report,Unknown Location,Calm,0.4
AUD-686,C686,"Yes, ma'am. I need somebody to come to Penicry, Glendon. Okay.",Emergency Report,Penicry,Calm,0.4
AUD-687,C687,My name is Mary Lyons. I'm the Banking Center Manager at Bank of America at 185 Highland,Crime/Assault,The Banking Center,Distressed,0.85
AUD-688,C688,"You mean some reason to ask her on my mom? Yeah, I don't even, she just called.",Emergency Report,Unknown Location,Calm,0.4
AUD-689,C689,This is the hospital. Where am I at? On that dog's office. They're shooting in the hallway around the eighth floor of their shooter.,Emergency Report,Unknown Location,Calm,0.4
AUD-690,C690,The old North Shore Road and my husband's been attacked by a bear.,Emergency Report,North Shore Road,Calm,0.4
AUD-691,C691,"Somebody somebody's full of them is our shoe and they're not shot by two pieces. Okay, we're getting some up up.",Emergency Report,Unknown Location,Calm,0.4
AUD-692,C692,"Oh my god, the fire! So now, it's the level where I'm inside.",Fire/Structure Incident,Unknown Location,Distressed,0.85
AUD-693,C693,"on 23rd grade. This is Tony Guzman, I'm a staffer and he was overheaded towards.",Emergency Report,Unknown Location,Calm,0.4
AUD-694,C694,"high, a little airplane, a little one-engine airplane took off from the airport at 83rd Street in Christ.",Emergency Report,83Rd Street,Calm,0.4
AUD-695,C695,"I'm sorry. Good outdoor. Good things. Yes, ma'am. Yes, ma'am.",Emergency Report,Unknown Location,Calm,0.4
AUD-696,C696,Hello. Is everything okay? Ah.,Emergency Report,Unknown Location,Calm,0.4
AUD-697,C697,"Okay, what do you need to believe?",Emergency Report,Unknown Location,Calm,0.4
AUD-698,C698,"Yes, I need the police please, as my house. Glad to. I think we need an ambulance.",Emergency Report,Unknown Location,Calm,0.4
AUD-699,C699,Okay. We need a person back in the meat department to get an in.,Emergency Report,Unknown Location,Calm,0.4
AUD-700,C700,What do you need? You need the police?,Emergency Report,Unknown Location,Calm,0.4
AUD-701,C701,"Somebody go into my house. Where the hell is that? What's your address? Yeah, but...",Emergency Report,Unknown Location,Calm,0.4
AUD-702,C702,"We just got a lot to come upon. It's gonna come here with a gun, shot one of our employees, and uh...",Crime/Assault,Unknown Location,Distressed,0.85
AUD-703,C703,Not that it's bailing the floor against Live PLS at once Wait buuuh,Emergency Report,Live Pls,Calm,0.4
AUD-704,C704,"Oh, my mind's at the doctor. You're not at the doctor. Are you there alone?",Emergency Report,Unknown Location,Calm,0.4
AUD-705,C705,"I spy here, John websites didn't show right up until 나 nem en log",Emergency Report,Unknown Location,Calm,0.4
AUD-706,C706,"Oh, there's a student. Who's been shot, man?",Emergency Report,Unknown Location,Calm,0.4
AUD-707,C707,"Yes, I need a police officer over here. What's going on? Um...",Emergency Report,Unknown Location,Calm,0.4
